biosample,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,run_file_version,random
SAMN14474684,SRR11449199,RNA-Seq,EMBRAPA SOJA,public,SRX8026963,GRJ-5_R1.fastq.gz,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS6399466,Glycine max,SRP254564,2020-04-01,PRJNA615913,273.0,,101.0,404.0,,5,[Plant],,Brazil,South America,"[Brazil: Londrina, Parana]",,,,"[fastq, sra, run.zq]","[gs, ncbi, s3]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.152518261974806
SAMN02047244,SRR830201,RNA-Seq,GEO,public,SRX268043,GSM1125120,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS413868,Glycine max,SRP021139,2013-12-13,PRJNA197379,11195.0,,187.0,15364.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.152515604106821
SAMN16226304,SRR12677930,RNA-Seq,COLLEGE OF RESOURCE AND ENVIRONMENTAL SCIENCE,public,SRX9158100,CK3,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS7397494,Glycine max,SRP284025,2020-09-20,PRJNA664557,1915.0,,302.0,6436.0,,ck3,[Plant],,China,Asia,[China:Fujian],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.15220280643288
SAMN13520104,SRR10640831,RNA-Seq,GEO,public,SRX7319890,GSM4212412,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5800398,Glycine max,SRP235579,2020-08-26,PRJNA594515,1866.0,,302.0,6349.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.15217496232344
SAMN15041196,SRR11859297,RNA-Seq,INSTITUTE OF CROP SCIENCE,public,SRX8409367,ZH24-54-1,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS6721724,Glycine max,SRP265014,2021-06-30,PRJNA635449,4059.0,,300.0,10822.0,,ZH24-54-1,[Plant],,China,Asia,[China],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.15205540489488
SAMN24298503,SRR17331561,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX13507116,WT2_1,BGISEQ-500,PAIRED,cDNA,TRANSCRIPTOMIC,BGISEQ,SRS11401528,Glycine max,SRP352456,2024-01-31,PRJNA791614,3992.0,,150.0,6519.0,,WT2,[Plant],,China,Asia,[China:Harbin],,,,"[run.zq, sra, fastq]","[s3, ncbi, gs]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.152023792142393
SAMN30685022,SRR21433164,RNA-Seq,NINGBO UNIVERSITY,public,SRX17437322,OE_T2_rep1,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS14991407,Glycine max,SRP395813,2022-09-06,PRJNA877111,2315.0,,299.0,7135.0,,OE_T2_rep1,[Plant],,China,Asia,[China: Beijing],,,,"[run.zq, fastq, sra]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.151966098021483
SAMN25263498,SRR18047045,RNA-Seq,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,SRX14199303,ZC-2-24h-CK-1,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS12019943,Glycine max,SRP360056,2022-02-16,PRJNA800609,1850.0,,300.0,6016.0,,Z19,[Plant],,China,Asia,[China],,,,"[sra, run.zq, fastq]","[s3, gs, ncbi]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.151746321756719
SAMN26421000,SRR18328120,RNA-Seq,SOUTH CHINA AGRICULTURAL UNIVERSITY,public,SRX14464969,WT-A3,Illumina HiSeq 4000,PAIRED,PCR,METATRANSCRIPTOMIC,ILLUMINA,SRS12267539,Glycine max,SRP364052,2022-03-17,PRJNA812620,2475.0,,302.0,6912.0,,WT-A3,[Plant],,China,Asia,[China:Guangzhou],,,,"[fastq, run.zq, sra]","[ncbi, s3, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.151633452817344
SAMN09715649,SRR7593608,RNA-Seq,GEO,public,SRX4458604,GSM3306816,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3596144,Glycine max,SRP155262,2021-07-26,PRJNA482870,546.0,,100.0,1657.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.151506838406004
SAMN38212221,SRR26823015,RNA-Seq,NORTHEASTERN FORESTRY UNIVERSITY,public,SRX22519750,SN14,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS19531317,Glycine max,SRP471757,2023-11-14,PRJNA1039334,12142.0,,300.0,21330.0,,RNA-SN14,[Plant],[2018-10-10],uncalculated,uncalculated,[missing: lab stock],,,,"[fastq, sra, run.zq]","[s3, ncbi, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.15132961900341
SAMN15648067,SRR12328497,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828661,a14-11,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092942,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P032,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.151287162546935
SAMN38260473,SRR26835950,RNA-Seq,SICHUAN AGRICULTURAL UNIVERSITY,public,SRX22531866,SS_NN2,Illumina NovaSeq 6000,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS19542122,Glycine max,SRP471994,2024-05-21,PRJNA1040754,1934.0,,300.0,6428.0,,SS_NN2,[Plant],[2022-05-09],China,Asia,"[China: Chengdu, Sichuan]",,,,"[fastq, sra, run.zq]","[s3, ncbi, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.15125832429959
SAMN10721154,SRR8427391,RNA-Seq,SOUTH DAKOTA STATE UNIVERSITY,public,SRX5235236,MN1806CN_treatment_control_30d_R1,Illumina HiSeq 3000,SINGLE,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS4238954,Glycine max,SRP178193,2019-04-22,PRJNA514200,874.0,,99.0,2389.0,,19,[Plant],,USA,North America,[USA: Brookings in South Dakota],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.151066231850396
SAMN09715791,SRR7593481,RNA-Seq,GEO,public,SRX4458477,GSM3306689,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3596018,Glycine max,SRP155262,2021-07-26,PRJNA482870,550.0,,100.0,1746.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.15099925376
SAMN13746635,SRR10842073,RNA-Seq,GEO,public,SRX7513074,GSM4254050,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5952812,Glycine max,SRP239780,2024-05-31,PRJNA599357,1985.0,,300.0,6267.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.150926239381248
SAMN09489368,SRR7455799,RNA-Seq,IOWA STATE UNIVERSITY,public,SRX4326285,12HR1R2A,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS3488502,Glycine max,SRP151660,2019-07-26,PRJNA478017,2408.0,,83.0,5020.0,,12HR1R2A,[Plant],,USA,North America,[USA:Iowa],,,,"[bam, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.150844479811934
SAMN07521042,SRR5947147,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX3105531,H_24_4,BGISEQ-500,SINGLE,size fractionation,TRANSCRIPTOMIC,BGISEQ,SRS2440983,Glycine max,SRP115717,2017-08-24,PRJNA399013,1036.0,,50.0,1205.0,,,[Plant],,China,Asia,[China:Harbin],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.150729020578018
SAMN39637160,SRR27778900,RNA-Seq,HENAN AGRICULTURAL UNIVERSITY,public,SRX23443780,KO_19G_2_R,HiSeq X Ten,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS20297137,Glycine max,SRP486690,2024-01-30,PRJNA1070210,2222.0,,300.0,6770.0,,KO19G-2R,[Plant],,China,Asia,[China],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.150687370041383
SAMN08903395,SRR6967115,RNA-Seq,GEO,public,SRX3909023,GSM3090227,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3154599,Glycine max,SRP139351,2020-04-17,PRJNA449429,962.0,,101.0,2199.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.150570841843245
SAMN27921926,SRR18957900,RNA-Seq,OREGON STATE UNIVERSITY,public,SRX15035063,GSM6070424,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS12781728,Glycine max,SRP372583,2022-07-07,PRJNA832802,3209.0,,302.0,8311.0,,GSM6070424,,,,,,,,,"[fastq, sra, run.zq]","[s3, ncbi, gs]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.150510381978385
SAMN07337672,SRR5813841,RNA-Seq,GEO,public,SRX2992334,GSM2698471,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2344280,Glycine max,SRP111409,2018-01-12,PRJNA393573,4249.0,,300.0,9230.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.150462449999724
SAMN32153439,SRR22823421,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18782860,C45,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16216823,Glycine max,SRP412906,2023-10-10,PRJNA910939,2024.0,,300.0,5899.0,,seed30,[Plant],,China,Asia,[China:Heilongjiang],,,,"[fastq, run.zq, sra]","[ncbi, s3, gs]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.150208203558499
SAMN39848647,SRR27895464,RNA-Seq,"NORTHEAST INSTITUTE OF GEOGRAPHY AND AGROECOLOGY, CHINESE ACADEMY OF SCIENCES",public,SRX23555909,Resistant 11-452 R 3d 1 input,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS20402297,Glycine max,SRP488552,2024-02-06,PRJNA1073996,2837.0,,274.0,6988.0,,R3d1input,[Plant],,China,Asia,[China: Harbin],,,,"[sra, fastq, run.zq]","[ncbi, gs, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.150131556145763
SAMN04305372,SRR5352375,RNA-Seq,GEO,public,SRX2648713,GSM1959616,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2053916,Glycine max,SRP102073,2017-03-20,PRJNA304631,2168.0,,100.0,3333.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.150073823204216
SAMN09214175,SRR7172325,RNA-Seq,GEO,public,SRX4090192,GSM3141921,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3306933,Glycine max,SRP147745,2018-11-19,PRJNA471709,1092.0,,101.0,1578.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.150055090728745
SAMN09716373,SRR7592889,RNA-Seq,GEO,public,SRX4457885,GSM3306097,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595425,Glycine max,SRP155262,2021-07-26,PRJNA482870,583.0,,100.0,1893.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.150014886966848
SAMN09513455,SRR7447687,RNA-Seq,THE OHIO STATE UNIVERSITY,public,SRX4318329,SL209503,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS3480913,Glycine max,SRP151542,2019-07-25,PRJNA478334,162.0,,200.0,487.0,,SL209503,[Plant],,USA,North America,[USA: Ohio],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.149911900647982
SAMN14858286,SRR11741790,RNA-Seq,GEO,public,SRX8295284,GSM4525230,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS6616345,Glycine max,SRP260832,2020-05-10,PRJNA631275,102.0,,36.0,222.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.149909726465459
SAMN15648275,SRR12328526,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828632,a18-12,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092913,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P256,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.149765995277931
SAMN09214162,SRR7172314,RNA-Seq,GEO,public,SRX4090181,GSM3141910,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3306922,Glycine max,SRP147745,2018-11-19,PRJNA471709,2759.0,,101.0,3987.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.14976071714351
SAMN08828770,SRR6924898,RNA-Seq,GEO,public,SRX3871398,GSM3073255,Illumina HiSeq 1500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3113500,Glycine max,SRP136893,2019-02-27,PRJNA448336,1297.0,,199.0,2992.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.1496678125901
SAMN08903390,SRR6967111,RNA-Seq,GEO,public,SRX3909019,GSM3090223,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3154597,Glycine max,SRP139351,2020-04-17,PRJNA449429,2192.0,,101.0,5063.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.149616874130111
SAMN19243728,SRR14615555,RNA-Seq,IOWA STATE UNIVERSITY,public,SRX10957281,39-S93,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS9035551,Glycine max,SRP320877,2021-06-30,PRJNA730888,1245.0,,298.0,2975.0,,39-S93,[Plant],,USA,North America,[USA: Iowa-11],,,,"[run.zq, fastq, sra]","[s3, ncbi, gs]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.149593472277164
SAMN09716256,SRR7592977,RNA-Seq,GEO,public,SRX4457973,GSM3306185,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595514,Glycine max,SRP155262,2021-07-26,PRJNA482870,289.0,,100.0,950.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.149245130511077
SAMN09843645,SRR7702599,RNA-Seq,GEO,public,SRX4559922,GSM3335911,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3676623,Glycine max,SRP158130,2022-08-17,PRJNA486345,2696.0,,300.0,7106.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.14917475380147
SAMN09843595,SRR7702594,RNA-Seq,GEO,public,SRX4559917,GSM3335906,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3676620,Glycine max,SRP158130,2022-08-17,PRJNA486345,2283.0,,300.0,6070.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.149171686810623
SAMN12868637,SRR10198781,RNA-Seq,LAVAL UNIVERSITY,public,SRX6918886,M16 D4 inf,Illumina HiSeq 2000,SINGLE,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS5449850,Glycine max,SRP223582,2020-10-27,PRJNA574764,1620.0,,100.0,4124.0,,M16 D4 inf,[Plant],,Canada,North America,[Canada],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.149047951978097
SAMN30192817,SRR20999585,RNA-Seq,GUIZHOU UNIVERSITY,public,SRX17016368,low phosphorus treat QD11 T3,Illumina HiSeq 4000,PAIRED,other,TRANSCRIPTOMIC,ILLUMINA,SRS14601371,Glycine max,SRP390829,2022-10-27,PRJNA867332,2503.0,,302.0,8191.0,,L1EFL070546,[Plant],,China,Asia,[China: guiyang 15],,,,"[run.zq, sra, fastq]","[ncbi, s3, gs]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.148979284475094
SAMN39205341,SRR27394207,RNA-Seq,MCGILL UNIVERSITY,public,SRX23070370,RNA_seq_sample_QS15544_RIL_77,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS20030139,Glycine max,SRP480849,2024-01-15,PRJNA1035514,3635.0,,199.0,12523.0,,QS15544_paired_L147_R1,[Plant],[2019-11-19],Canada,North America,[Canada: St-Mathieu-de-Beloeil],,,,"[fastq, sra, run.zq]","[ncbi, gs, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.148873428816928
SAMN32153699,SRR22721289,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18682794,JL045,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16125982,Glycine max,SRP412906,2023-10-10,PRJNA910939,2454.0,,300.0,6689.0,,seed290,[Plant],,China,Asia,[China:Heilongjiang],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.14885592852523
SAMN40001425,SRR28205768,RNA-Seq,ZHEJIANG UNIVERSITY,public,SRX23817906,M5B_3,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS20640365,Glycine max,SRP493011,2024-06-01,PRJNA1078438,2850.0,,297.0,9120.0,,M5B_3,[Plant],[2023-09-01],China,Asia,[China: Zhejiang],,,,"[run.zq, sra, fastq]","[s3, ncbi, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.148829639188112
SAMN32153661,SRR22721348,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18682735,H751,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16125923,Glycine max,SRP412906,2023-10-10,PRJNA910939,2301.0,,300.0,5819.0,,seed252,[Plant],,China,Asia,[China:Heilongjiang],,,,"[run.zq, sra, fastq]","[ncbi, gs, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.148765895067514
SAMN32153830,SRR22763645,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18724070,JL205,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16267361,Glycine max,SRP412906,2023-10-10,PRJNA910939,2321.0,,300.0,6130.0,,seed421,[Plant],,China,Asia,[China:Heilongjiang],,,,"[fastq, sra, run.zq]","[s3, gs, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.148702744598649
SAMN40643033,SRR28483878,RNA-Seq,SHANDONG ACADEMY OF AGRICULTURAL SCIENCES,public,SRX24086376,O2,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS20875829,Glycine max,SRP498362,2024-04-30,PRJNA1092863,4096.0,,300.0,6728.0,,ST_6h_2,[Plant],[2023-01-25],China,Asia,[China:Jinan],,,,"[fastq, sra, run.zq]","[s3, ncbi, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.14864417056243
SAMN32989741,SRR23304794,RNA-Seq,HEILONGJIANG BAYI AGRICULTURE UNIVERCITY,public,SRX19247589,LS1-2,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16650730,Glycine max,SRP420481,2023-02-01,PRJNA930177,2013.0,,298.0,6859.0,,5,[Plant],,China,Asia,[China: Heilongjiang],,,,"[sra, fastq, run.zq]","[ncbi, s3, gs]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.148621352476703
SAMN32153793,SRR22763538,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18724177,JL159,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16267442,Glycine max,SRP412906,2023-10-10,PRJNA910939,2091.0,,300.0,5657.0,,seed384,[Plant],,China,Asia,[China:Heilongjiang],,,,"[sra, fastq, run.zq]","[gs, s3, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.148567639732507
SAMN02358932,SRR993898,RNA-Seq,GEO,public,SRX354005,GSM1234693,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS482263,Glycine max,SRP030029,2017-07-21,PRJNA219510,1085.0,,100.0,1487.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.148529429398043
SAMN39205503,SRR27394097,RNA-Seq,MCGILL UNIVERSITY,public,SRX23070481,RNA_seq_sample_QS15544_RIL_239,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS20030250,Glycine max,SRP480849,2024-01-15,PRJNA1035514,4203.0,,199.0,14578.0,,QS15544_paired_L44_R1,[Plant],[2019-11-19],Canada,North America,[Canada: St-Mathieu-de-Beloeil],,,,"[run.zq, sra, fastq]","[gs, s3, ncbi]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.148514390196378
SAMN09716419,SRR7592902,RNA-Seq,GEO,public,SRX4457898,GSM3306110,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595438,Glycine max,SRP155262,2021-07-26,PRJNA482870,706.0,,100.0,2287.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.148348152117928
SAMN33927124,SRR23978607,RNA-Seq,DONG-A UNIV,public,SRX19782750,Day42_3,Illumina HiSeq 4000,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS17145897,Glycine max,SRP429488,2023-03-27,PRJNA949161,3807.0,,202.0,12959.0,,Day42_3,[Plant],,uncalculated,uncalculated,[Korea],,,,"[sra, run.zq, fastq]","[s3, ncbi, gs]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.148264937220536
SAMN16522677,SRR12883246,RNA-Seq,GEO,public,SRX9349195,GSM4850126,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS7572130,Glycine max,SRP288277,2020-10-26,PRJNA670861,3234.0,,200.0,7857.0,,,,,,,,,,,"[run.zq, fastq, sra]","[ncbi, gs, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.148090187353946
SAMN03169160,SRR1657468,RNA-Seq,USDA-ARS-ARS,public,SRX763931,PET_48h_rep3,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS748304,Glycine max,SRP050050,2015-01-01,PRJNA266538,193.0,,51.0,321.0,,3P48,[Plant],,USA,North America,[USA],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.148045391380043
SAMN12600411,SRR9995608,RNA-Seq,GEO,public,SRX6734544,GSM4038729,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5285820,Glycine max,SRP218737,2020-05-23,PRJNA560864,5783.0,,300.0,16489.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.148018761814655
SAMN02261688,SRR942078,RNA-Seq,GEO,public,SRX327011,GSM1193715,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS463409,Glycine max,SRP028137,2015-07-22,PRJNA213009,846.0,,100.0,1357.0,,,,,,,,,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.14797180828723
SAMN32153500,SRR22823353,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18782928,CX168,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16216891,Glycine max,SRP412906,2023-10-10,PRJNA910939,2308.0,,300.0,5913.0,,seed91,[Plant],,China,Asia,[China:Heilongjiang],,,,"[fastq, run.zq, sra]","[s3, gs, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.147804906784489
SAMN32153510,SRR22823455,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18782827,CX180,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16216790,Glycine max,SRP412906,2023-10-10,PRJNA910939,2176.0,,300.0,5714.0,,seed101,[Plant],,China,Asia,[China:Heilongjiang],,,,"[run.zq, fastq, sra]","[gs, s3, ncbi]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.147794291435042
