biosample,control,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fungal,sporus
SAMN36630232,{},{},{},{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6208042800}, {k=bytes, v=1980699270}, {k=run_file_create_date, v=2023-07-20T10:03:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Acidity (pH 4)}, {k=primary_search, v=36630232}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653591}, {k=primary_search, v=GSM7653591_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630232}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360871}, {k=primary_search, v=SRS18369480}, {k=primary_search, v=SRX21100272}]', 'jattr': ""{'bases': '6208042800', 'bytes': '1980699270', 'run_file_create_date': '2023-07-20T10:03:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Acidity (pH 4)', 'primary_search': ['36630232', '996630', 'GSE237798', 'GSM7653591', 'GSM7653591_r1', 'PRJNA996630', 'SAMN36630232', 'SRP450502', 'SRR25360871', 'SRS18369480', 'SRX21100272']}"", 'treatment_sam_ss_dpl55': 'Acidity (pH 4)', 'title': 'Acidity flowers replicate 3', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Acidity (pH 4)'}""}",{},{}
SAMN36630233,{},{},{},{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6073245900}, {k=bytes, v=1935492513}, {k=run_file_create_date, v=2023-07-20T10:04:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Acidity (pH 4)}, {k=primary_search, v=36630233}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653590}, {k=primary_search, v=GSM7653590_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630233}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360872}, {k=primary_search, v=SRS18369479}, {k=primary_search, v=SRX21100271}]', 'jattr': ""{'bases': '6073245900', 'bytes': '1935492513', 'run_file_create_date': '2023-07-20T10:04:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Acidity (pH 4)', 'primary_search': ['36630233', '996630', 'GSE237798', 'GSM7653590', 'GSM7653590_r1', 'PRJNA996630', 'SAMN36630233', 'SRP450502', 'SRR25360872', 'SRS18369479', 'SRX21100271']}"", 'treatment_sam_ss_dpl55': 'Acidity (pH 4)', 'title': 'Acidity flowers replicate 2', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Acidity (pH 4)'}""}",{},{}
SAMN36630234,{},{},{},{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6952853700}, {k=bytes, v=2229614142}, {k=run_file_create_date, v=2023-07-20T10:06:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=flowers}, {k=tissue_sam_ss_dpl145, v=flowers}, {k=treatment_sam_ss_dpl55, v=Acidity (pH 4)}, {k=primary_search, v=36630234}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653589}, {k=primary_search, v=GSM7653589_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630234}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360873}, {k=primary_search, v=SRS18369478}, {k=primary_search, v=SRX21100270}]', 'jattr': ""{'bases': '6952853700', 'bytes': '2229614142', 'run_file_create_date': '2023-07-20T10:06:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'flowers', 'tissue_sam_ss_dpl145': 'flowers', 'treatment_sam_ss_dpl55': 'Acidity (pH 4)', 'primary_search': ['36630234', '996630', 'GSE237798', 'GSM7653589', 'GSM7653589_r1', 'PRJNA996630', 'SAMN36630234', 'SRP450502', 'SRR25360873', 'SRS18369478', 'SRX21100270']}"", 'treatment_sam_ss_dpl55': 'Acidity (pH 4)', 'title': 'Acidity flowers replicate 1', 'Attributes': ""{'tissue': 'flowers', 'genotype': 'Magellan', 'treatment': 'Acidity (pH 4)'}""}",{},{}
SAMN36630235,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630236,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630237,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630238,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630239,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630240,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630241,{'title': 'Control soybean flowers replicate 3'},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630242,{'title': 'Control soybean flowers replicate 2'},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630243,{'title': 'Control soybean flowers replicate 1'},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630244,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6507849000}, {k=bytes, v=2218999459}, {k=run_file_create_date, v=2023-07-20T10:06:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=leaves}, {k=tissue_sam_ss_dpl145, v=leaves}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit+low phosphate+salinity+cadmium}, {k=primary_search, v=36630244}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653579}, {k=primary_search, v=GSM7653579_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630244}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360883}, {k=primary_search, v=SRS18369468}, {k=primary_search, v=SRX21100260}]', 'jattr': ""{'bases': '6507849000', 'bytes': '2218999459', 'run_file_create_date': '2023-07-20T10:06:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'leaves', 'tissue_sam_ss_dpl145': 'leaves', 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'primary_search': ['36630244', '996630', 'GSE237798', 'GSM7653579', 'GSM7653579_r1', 'PRJNA996630', 'SAMN36630244', 'SRP450502', 'SRR25360883', 'SRS18369468', 'SRX21100260']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'title': 'Combined acidity+water deficit+low phosphate+salinity+cadmium leaves replicate 3', 'Attributes': ""{'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate+salinity+cadmium'}""}",{},{},"{'attributes': '[{k=bases, v=6507849000}, {k=bytes, v=2218999459}, {k=run_file_create_date, v=2023-07-20T10:06:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=leaves}, {k=tissue_sam_ss_dpl145, v=leaves}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit+low phosphate+salinity+cadmium}, {k=primary_search, v=36630244}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653579}, {k=primary_search, v=GSM7653579_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630244}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360883}, {k=primary_search, v=SRS18369468}, {k=primary_search, v=SRX21100260}]', 'jattr': ""{'bases': '6507849000', 'bytes': '2218999459', 'run_file_create_date': '2023-07-20T10:06:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'leaves', 'tissue_sam_ss_dpl145': 'leaves', 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'primary_search': ['36630244', '996630', 'GSE237798', 'GSM7653579', 'GSM7653579_r1', 'PRJNA996630', 'SAMN36630244', 'SRP450502', 'SRR25360883', 'SRS18369468', 'SRX21100260']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'title': 'Combined acidity+water deficit+low phosphate+salinity+cadmium leaves replicate 3', 'Attributes': ""{'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate+salinity+cadmium'}""}",{},{}
SAMN36630245,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6699855300}, {k=bytes, v=2252477303}, {k=run_file_create_date, v=2023-07-20T10:05:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=leaves}, {k=tissue_sam_ss_dpl145, v=leaves}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit+low phosphate+salinity+cadmium}, {k=primary_search, v=36630245}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653578}, {k=primary_search, v=GSM7653578_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630245}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360884}, {k=primary_search, v=SRS18369466}, {k=primary_search, v=SRX21100259}]', 'jattr': ""{'bases': '6699855300', 'bytes': '2252477303', 'run_file_create_date': '2023-07-20T10:05:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'leaves', 'tissue_sam_ss_dpl145': 'leaves', 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'primary_search': ['36630245', '996630', 'GSE237798', 'GSM7653578', 'GSM7653578_r1', 'PRJNA996630', 'SAMN36630245', 'SRP450502', 'SRR25360884', 'SRS18369466', 'SRX21100259']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'title': 'Combined acidity+water deficit+low phosphate+salinity+cadmium leaves replicate 2', 'Attributes': ""{'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate+salinity+cadmium'}""}",{},{},"{'attributes': '[{k=bases, v=6699855300}, {k=bytes, v=2252477303}, {k=run_file_create_date, v=2023-07-20T10:05:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=leaves}, {k=tissue_sam_ss_dpl145, v=leaves}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit+low phosphate+salinity+cadmium}, {k=primary_search, v=36630245}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653578}, {k=primary_search, v=GSM7653578_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630245}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360884}, {k=primary_search, v=SRS18369466}, {k=primary_search, v=SRX21100259}]', 'jattr': ""{'bases': '6699855300', 'bytes': '2252477303', 'run_file_create_date': '2023-07-20T10:05:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'leaves', 'tissue_sam_ss_dpl145': 'leaves', 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'primary_search': ['36630245', '996630', 'GSE237798', 'GSM7653578', 'GSM7653578_r1', 'PRJNA996630', 'SAMN36630245', 'SRP450502', 'SRR25360884', 'SRS18369466', 'SRX21100259']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'title': 'Combined acidity+water deficit+low phosphate+salinity+cadmium leaves replicate 2', 'Attributes': ""{'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate+salinity+cadmium'}""}",{},{}
SAMN36630246,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6481890600}, {k=bytes, v=2197633764}, {k=run_file_create_date, v=2023-07-20T10:04:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=leaves}, {k=tissue_sam_ss_dpl145, v=leaves}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit+low phosphate+salinity+cadmium}, {k=primary_search, v=36630246}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653577}, {k=primary_search, v=GSM7653577_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630246}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360885}, {k=primary_search, v=SRS18369467}, {k=primary_search, v=SRX21100258}]', 'jattr': ""{'bases': '6481890600', 'bytes': '2197633764', 'run_file_create_date': '2023-07-20T10:04:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'leaves', 'tissue_sam_ss_dpl145': 'leaves', 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'primary_search': ['36630246', '996630', 'GSE237798', 'GSM7653577', 'GSM7653577_r1', 'PRJNA996630', 'SAMN36630246', 'SRP450502', 'SRR25360885', 'SRS18369467', 'SRX21100258']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'title': 'Combined acidity+water deficit+low phosphate+salinity+cadmium leaves replicate 1', 'Attributes': ""{'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate+salinity+cadmium'}""}",{},{},"{'attributes': '[{k=bases, v=6481890600}, {k=bytes, v=2197633764}, {k=run_file_create_date, v=2023-07-20T10:04:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=leaves}, {k=tissue_sam_ss_dpl145, v=leaves}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit+low phosphate+salinity+cadmium}, {k=primary_search, v=36630246}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653577}, {k=primary_search, v=GSM7653577_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630246}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360885}, {k=primary_search, v=SRS18369467}, {k=primary_search, v=SRX21100258}]', 'jattr': ""{'bases': '6481890600', 'bytes': '2197633764', 'run_file_create_date': '2023-07-20T10:04:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'leaves', 'tissue_sam_ss_dpl145': 'leaves', 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'primary_search': ['36630246', '996630', 'GSE237798', 'GSM7653577', 'GSM7653577_r1', 'PRJNA996630', 'SAMN36630246', 'SRP450502', 'SRR25360885', 'SRS18369467', 'SRX21100258']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity+cadmium', 'title': 'Combined acidity+water deficit+low phosphate+salinity+cadmium leaves replicate 1', 'Attributes': ""{'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate+salinity+cadmium'}""}",{},{}
SAMN36630247,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6581470500}, {k=bytes, v=2257441796}, {k=run_file_create_date, v=2023-07-20T10:09:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=leaves}, {k=tissue_sam_ss_dpl145, v=leaves}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit+low phosphate+salinity}, {k=primary_search, v=36630247}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653576}, {k=primary_search, v=GSM7653576_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630247}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360886}, {k=primary_search, v=SRS18369464}, {k=primary_search, v=SRX21100257}]', 'jattr': ""{'bases': '6581470500', 'bytes': '2257441796', 'run_file_create_date': '2023-07-20T10:09:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'leaves', 'tissue_sam_ss_dpl145': 'leaves', 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity', 'primary_search': ['36630247', '996630', 'GSE237798', 'GSM7653576', 'GSM7653576_r1', 'PRJNA996630', 'SAMN36630247', 'SRP450502', 'SRR25360886', 'SRS18369464', 'SRX21100257']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity', 'title': 'Combined acidity+water deficit+low phosphate+salinity leaves replicate 3', 'Attributes': ""{'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate+salinity'}""}",{},{},"{'attributes': '[{k=bases, v=6581470500}, {k=bytes, v=2257441796}, {k=run_file_create_date, v=2023-07-20T10:09:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=leaves}, {k=tissue_sam_ss_dpl145, v=leaves}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit+low phosphate+salinity}, {k=primary_search, v=36630247}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653576}, {k=primary_search, v=GSM7653576_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630247}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360886}, {k=primary_search, v=SRS18369464}, {k=primary_search, v=SRX21100257}]', 'jattr': ""{'bases': '6581470500', 'bytes': '2257441796', 'run_file_create_date': '2023-07-20T10:09:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'leaves', 'tissue_sam_ss_dpl145': 'leaves', 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity', 'primary_search': ['36630247', '996630', 'GSE237798', 'GSM7653576', 'GSM7653576_r1', 'PRJNA996630', 'SAMN36630247', 'SRP450502', 'SRR25360886', 'SRS18369464', 'SRX21100257']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity', 'title': 'Combined acidity+water deficit+low phosphate+salinity leaves replicate 3', 'Attributes': ""{'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate+salinity'}""}",{},{}
SAMN36630248,{},{},{},{},{},{},"{'attributes': '[{k=bases, v=6916224900}, {k=bytes, v=2372946689}, {k=run_file_create_date, v=2023-07-20T10:16:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=leaves}, {k=tissue_sam_ss_dpl145, v=leaves}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit+low phosphate+salinity}, {k=primary_search, v=36630248}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653575}, {k=primary_search, v=GSM7653575_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630248}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360887}, {k=primary_search, v=SRS18369465}, {k=primary_search, v=SRX21100256}]', 'jattr': ""{'bases': '6916224900', 'bytes': '2372946689', 'run_file_create_date': '2023-07-20T10:16:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'leaves', 'tissue_sam_ss_dpl145': 'leaves', 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity', 'primary_search': ['36630248', '996630', 'GSE237798', 'GSM7653575', 'GSM7653575_r1', 'PRJNA996630', 'SAMN36630248', 'SRP450502', 'SRR25360887', 'SRS18369465', 'SRX21100256']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity', 'title': 'Combined acidity+water deficit+low phosphate+salinity leaves replicate 2', 'Attributes': ""{'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate+salinity'}""}",{},{},"{'attributes': '[{k=bases, v=6916224900}, {k=bytes, v=2372946689}, {k=run_file_create_date, v=2023-07-20T10:16:00.000Z}, {k=collection_date_sam, v=missing}, {k=genotype_sam_ss_dpl92, v=Magellan}, {k=source_name_sam, v=leaves}, {k=tissue_sam_ss_dpl145, v=leaves}, {k=treatment_sam_ss_dpl55, v=Acidity+water deficit+low phosphate+salinity}, {k=primary_search, v=36630248}, {k=primary_search, v=996630}, {k=primary_search, v=GSE237798}, {k=primary_search, v=GSM7653575}, {k=primary_search, v=GSM7653575_r1}, {k=primary_search, v=PRJNA996630}, {k=primary_search, v=SAMN36630248}, {k=primary_search, v=SRP450502}, {k=primary_search, v=SRR25360887}, {k=primary_search, v=SRS18369465}, {k=primary_search, v=SRX21100256}]', 'jattr': ""{'bases': '6916224900', 'bytes': '2372946689', 'run_file_create_date': '2023-07-20T10:16:00.000Z', 'collection_date_sam': 'missing', 'genotype_sam_ss_dpl92': 'Magellan', 'source_name_sam': 'leaves', 'tissue_sam_ss_dpl145': 'leaves', 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity', 'primary_search': ['36630248', '996630', 'GSE237798', 'GSM7653575', 'GSM7653575_r1', 'PRJNA996630', 'SAMN36630248', 'SRP450502', 'SRR25360887', 'SRS18369465', 'SRX21100256']}"", 'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity', 'title': 'Combined acidity+water deficit+low phosphate+salinity leaves replicate 2', 'Attributes': ""{'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate+salinity'}""}",{},{}
