biosample,leave,leaf,seed,crown,shoot,stem,hypocotyl,pod,root,embryo,cotyledon,petiole,radicle,ovule,ovary
SAMN08463872,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN34062144,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': '2 cm root sections with roottip', 'tissue': '2 cm root sections with roottip'}",{},{},{},{},{},{}
SAMN26492867,{},{},"{'tissue_sam_ss_dpl145': 'Soybean seedling', 'tissue': 'Soybean seedling'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN41027812,{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'pod', 'tissue': 'pod'}",{},{},{},{},{},{},{}
SAMN30806745,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'stem', 'tissue': 'stem'}",{},{},{},{},{},{},{},{},{}
SAMN10721169,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Whole roots', 'tissue': 'Whole roots'}",{},{},{},{},{},{}
SAMN40001395,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15648392,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15794005,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39682042,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN33359925,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'stem', 'tissue': 'stem'}",{},{},{},{},{},{},{},{},{}
SAMN28898370,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN40001324,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32509953,{},"{'tissue_sam_ss_dpl145': 'Leaf at V1 stage', 'tissue': 'Leaf at V1 stage'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN14604360,{},"{'tissue_sam_ss_dpl145': 'Leaf sample', 'tissue': 'Leaf sample'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN23254488,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'stem without infection', 'tissue': 'stem without infection'}",{},{},{},{},{},{},{},{},{}
SAMN09716139,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN36630266,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN40001401,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37703844,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16826273,{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'young pods', 'tissue': 'young pods'}",{},{},{},{},{},{},{}
SAMN19663691,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN28887507,{},{},"{'tissue_sam_ss_dpl145': 'Seeds', 'tissue': 'Seeds'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13386936,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN15648585,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN08461560,{},{},{},{},"{'tissue_sam_ss_dpl145': 'shoot apical meristem', 'tissue': 'shoot apical meristem'}","{'tissue_sam_ss_dpl145': 'shoot apical meristem', 'tissue': 'shoot apical meristem'}",{},{},{},{},{},{},{},{},{}
SAMN04563582,{},{},"{'tissue_sam_ss_dpl145': 'developing seed', 'tissue': 'developing seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09715835,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN31521702,{},{},"{'tissue_sam_ss_dpl145': 'Seed', 'tissue': 'Seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153903,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN25601482,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15455598,{},{},"{'tissue_sam_ss_dpl145': 'seed coat', 'tissue': 'seed coat'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN38024267,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39205557,{},"{'tissue_sam_ss_dpl145': 'Leaf tissue from V4 stage', 'tissue': 'Leaf tissue from V4 stage'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN20525553,{},{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'cotyledon', 'tissue': 'cotyledon'}",{},{},{},{}
SAMN09715641,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN29914709,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15648075,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09715659,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN33463370,"{'tissue_sam_ss_dpl145': 'Leaves (first trifoliate stage)', 'tissue': 'Leaves (first trifoliate stage)'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153773,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16674283,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN07436709,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN18588813,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN35882916,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'ROOT', 'tissue': 'ROOT'}",{},{},{},{},{},{}
SAMN32153415,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513507,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN30310296,{},{},"{'tissue_sam_ss_dpl145': 'Seed_2', 'tissue': 'Seed_2'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN26011200,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36011922,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630292,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513493,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN32153824,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN02640347,{},{},"{'tissue_sam_ss_dpl145': 'Seed coat (100-200mg seed weight stage)', 'tissue': 'Seed coat (100-200mg seed weight stage)'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05908874,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN41725150,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN26011133,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN14474684,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN02047244,{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'embryo', 'tissue': 'embryo'}",{},{},{},{},{}
SAMN16226304,"{'tissue_sam_ss_dpl145': 'trifoliate leaves', 'tissue': 'trifoliate leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15041196,{},"{'tissue_sam_ss_dpl145': 'unifoliate leaf', 'tissue': 'unifoliate leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN24298503,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30685022,"{'tissue_sam_ss_dpl145': 'Leaves', 'tissue': 'Leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN25263498,{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Pod', 'tissue': 'Pod'}",{},{},{},{},{},{},{}
SAMN26421000,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Soybean root', 'tissue': 'Soybean root'}",{},{},{},{},{},{}
SAMN09715649,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN38212221,{},{},"{'tissue_sam_ss_dpl145': 'Dry seed', 'tissue': 'Dry seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15648067,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10721154,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Whole roots', 'tissue': 'Whole roots'}",{},{},{},{},{},{}
SAMN09715791,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN09489368,"{'tissue_sam_ss_dpl145': 'Leaves', 'tissue': 'Leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN07521042,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39637160,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN08903395,{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'embryonic axis', 'tissue': 'embryonic axis'}",{},{},{},{},{}
SAMN07337672,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'hairy roots', 'tissue': 'hairy roots'}",{},{},{},{},{},{}
SAMN32153439,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39848647,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN09716373,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN09513455,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN14858286,{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'pod', 'tissue': 'pod'}",{},{},{},{},{},{},{}
SAMN15648275,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN08828770,{},{},"{'tissue_sam_ss_dpl145': 'Whole seedling', 'tissue': 'Whole seedling'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN08903390,{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'embryonic axis', 'tissue': 'embryonic axis'}",{},{},{},{},{}
SAMN19243728,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716256,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN12868637,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Infected roots', 'tissue': 'Infected roots'}",{},{},{},{},{},{}
SAMN30192817,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN39205341,{},"{'tissue_sam_ss_dpl145': 'Leaf tissue from V4 stage', 'tissue': 'Leaf tissue from V4 stage'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153699,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN40001425,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153661,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153830,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN40643033,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root23', 'tissue': 'root23'}",{},{},{},{},{},{}
SAMN32989741,"{'tissue_sam_ss_dpl145': 'Leaves', 'tissue': 'Leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153793,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39205503,{},"{'tissue_sam_ss_dpl145': 'Leaf tissue from V4 stage', 'tissue': 'Leaf tissue from V4 stage'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716419,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN16522677,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03169160,{},{},{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'petiole with AZ removed', 'tissue': 'petiole with AZ removed'}",{},{},{}
SAMN12600411,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN32153500,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153510,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30876653,{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Pods', 'tissue': 'Pods'}",{},{},{},{},{},{},{}
SAMN38636165,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153562,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN25263487,{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Pod', 'tissue': 'Pod'}",{},{},{},{},{},{},{}
SAMN07190366,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Roots', 'tissue': 'Roots'}",{},{},{},{},{},{}
SAMN08634308,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN40001366,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36894369,{},{},"{'tissue_sam_ss_dpl145': 'Seed', 'tissue': 'Seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153818,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37224549,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513358,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN16674302,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN05503915,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'hairy roots', 'tissue': 'hairy roots'}",{},{},{},{},{},{}
SAMN14604357,{},"{'tissue_sam_ss_dpl145': 'Leaf sample', 'tissue': 'Leaf sample'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716268,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN20525648,{},{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'cotyledon', 'tissue': 'cotyledon'}",{},{},{},{}
SAMN09716191,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN09513367,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN19322194,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153679,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN07190381,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Roots', 'tissue': 'Roots'}",{},{},{},{},{},{}
SAMN37961012,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN39637156,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN09078037,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12727369,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33199889,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'roots', 'tissue': 'roots'}",{},{},{},{},{},{}
SAMN02776961,{},{},"{'tissue_sam_ss_dpl145': 'seeds ranging 3.0-3.5mm in length', 'tissue': 'seeds ranging 3.0-3.5mm in length'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15648504,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716550,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN14786290,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'remaining root', 'tissue': 'remaining root'}",{},{},{},{},{},{}
SAMN30227631,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN15648564,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10740389,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716122,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN30164306,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN33295274,{},{},"{'tissue_sam_ss_dpl145': 'seed development embryo R6.0 replicate 1', 'tissue': 'seed development embryo R6.0 replicate 1'}",{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'seed development embryo R6.0 replicate 1', 'tissue': 'seed development embryo R6.0 replicate 1'}",{},{},{},{},{}
SAMN05970465,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN02324425,{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'embryonic cotyledons', 'tissue': 'embryonic cotyledons'}","{'tissue_sam_ss_dpl145': 'embryonic cotyledons', 'tissue': 'embryonic cotyledons'}",{},{},{},{}
SAMN08461567,{},{},{},{},"{'tissue_sam_ss_dpl145': 'shoot apical meristem', 'tissue': 'shoot apical meristem'}","{'tissue_sam_ss_dpl145': 'shoot apical meristem', 'tissue': 'shoot apical meristem'}",{},{},{},{},{},{},{},{},{}
SAMN02742636,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN22371184,{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'immature embryos', 'tissue': 'immature embryos'}",{},{},{},{},{}
SAMN39205387,{},"{'tissue_sam_ss_dpl145': 'Leaf tissue from V4 stage', 'tissue': 'Leaf tissue from V4 stage'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716141,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN15041199,{},"{'tissue_sam_ss_dpl145': 'unifoliate leaf', 'tissue': 'unifoliate leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN19243693,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153541,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN04338521,{},"{'tissue_sam_ss_dpl145': 'Soybean leaf', 'tissue': 'Soybean leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN17612240,{},{},"{'tissue_sam_ss_dpl145': 'Seed', 'tissue': 'Seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13743072,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN09716317,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN32153522,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716092,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN14642776,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Stripped root', 'tissue': 'Stripped root'}",{},{},{},{},{},{}
SAMN37223629,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN40001376,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716331,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN16086456,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'roots', 'tissue': 'roots'}",{},{},{},{},{},{}
SAMN03389594,{},{},"{'tissue_sam_ss_dpl145': 'Seed Coat', 'tissue': 'Seed Coat'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09240715,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'ROOT', 'tissue': 'ROOT'}",{},{},{},{},{},{}
SAMN08287157,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'stem', 'tissue': 'stem'}",{},{},{},{},{},{},{},{},{}
SAMN07202347,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549662,{},{},{},{},{},{},{},{},{'tissue_sam_ss_dpl145': 'Root'},{},{},{},{},{},{}
SAMN34042793,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN19243762,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN38636155,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05714715,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN15041207,{},"{'tissue_sam_ss_dpl145': 'unifoliate leaf', 'tissue': 'unifoliate leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39995233,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN29914737,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716063,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN09715945,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
