biosample,bioproject,tejido,estres,tratamiento
SAMN30722351,PRJNA877709,flower,heat,treatment
SAMN30722352,PRJNA877709,Anther,heat,treatment
SAMN30722353,PRJNA877709,Anther,heat,treatment
SAMN30722354,PRJNA877709,flower,heat,treatment
SAMN30722355,PRJNA877709,Anther,heat,treatment
SAMN30722356,PRJNA877709,flower,heat,treatment
SAMN30722357,PRJNA877709,Anther,heat,treatment
SAMN30722358,PRJNA877709,flower,heat,treatment
SAMN30722359,PRJNA877709,Anther,heat,treatment
SAMN30722360,PRJNA877709,Anther,heat,treatment
SAMN30722361,PRJNA877709,Anther,heat,treatment
SAMN30722362,PRJNA877709,flower,heat,treatment
SAMN30722363,PRJNA877710,leaf,heat,control
SAMN30722364,PRJNA877710,leaf,heat,treatment
SAMN30722365,PRJNA877710,leaf,heat,treatment
SAMN30722366,PRJNA877710,leaf,heat,control
SAMN30722367,PRJNA877710,leaf,heat,treatment
SAMN30722368,PRJNA877710,leaf,heat,treatment
SAMN30722369,PRJNA877710,leaf,heat,treatment
SAMN30722370,PRJNA877710,leaf,heat,treatment
SAMN30722371,PRJNA877710,leaf,heat,treatment
SAMN30722372,PRJNA877710,leaf,heat,control
SAMN30722373,PRJNA877710,leaf,heat,treatment
SAMN30722374,PRJNA877710,leaf,heat,treatment
SAMN30727768,PRJNA878492,stem,fungus,control
SAMN30727769,PRJNA878492,stem,fungus,control
SAMN30727770,PRJNA878492,stem,fungus,control
SAMN30727771,PRJNA878492,stem,fungus,treatment
SAMN30727772,PRJNA878492,stem,fungus,treatment
SAMN30727773,PRJNA878492,stem,fungus,treatment
SAMN30727774,PRJNA878492,stem,fungus,treatment
SAMN30727775,PRJNA878492,stem,fungus,treatment
SAMN30727776,PRJNA878492,stem,fungus,treatment
SAMN30727777,PRJNA878492,stem,fungus,treatment
SAMN30727778,PRJNA878492,stem,fungus,treatment
SAMN30727779,PRJNA878492,stem,fungus,treatment
SAMN30727780,PRJNA878492,stem,fungus,treatment
SAMN30727781,PRJNA878492,stem,fungus,treatment
SAMN30727782,PRJNA878492,stem,fungus,treatment
SAMN30806742,PRJNA878492,stem,fungus,control
SAMN30806743,PRJNA878492,stem,fungus,control
SAMN30806744,PRJNA878492,stem,fungus,control
SAMN30806745,PRJNA878492,stem,fungus,treatment
SAMN30806746,PRJNA878492,stem,fungus,treatment
SAMN30806747,PRJNA878492,stem,fungus,treatment
SAMN30806748,PRJNA878492,stem,fungus,treatment
SAMN30806749,PRJNA878492,stem,fungus,treatment
SAMN30806750,PRJNA878492,stem,fungus,treatment
SAMN30806751,PRJNA878492,stem,fungus,treatment
SAMN30806752,PRJNA878492,stem,fungus,treatment
SAMN30806753,PRJNA878492,stem,fungus,treatment
SAMN30806754,PRJNA878492,stem,fungus,treatment
SAMN30806755,PRJNA878492,stem,fungus,treatment
SAMN30806756,PRJNA878492,stem,fungus,treatment
SAMN30758608,PRJNA878827,leaf,nutrient deficit,control
SAMN30758609,PRJNA878827,leaf,nutrient deficit,treatment
SAMN30758610,PRJNA878827,leaf,nutrient deficit,treatment
SAMN30758611,PRJNA878827,leaf,nutrient deficit,treatment
SAMN30758612,PRJNA878827,root,nutrient deficit,treatment
SAMN30758613,PRJNA878827,root,nutrient deficit,treatment
SAMN30758614,PRJNA878827,root,nutrient deficit,treatment
SAMN30758615,PRJNA878827,root,mineral deficiency,treatment
SAMN30758616,PRJNA878827,leaf,nutrient deficit,treatment
SAMN30758617,PRJNA878827,leaf,nutrient deficit,treatment
SAMN30758618,PRJNA878827,leaf,nutrient deficit,treatment
SAMN30758619,PRJNA878827,leaf,nutrient deficit,treatment
SAMN30758620,PRJNA878827,root,nutrient deficit,treatment
SAMN30758621,PRJNA878827,root,nutrient deficit,treatment
SAMN30758622,PRJNA878827,root,nutrient deficit,treatment
SAMN30758623,PRJNA878827,root,nutrient deficit,treatment
SAMN30828424,PRJNA879726,Hypocotyl,fungus,control
SAMN30837239,PRJNA879726,Hypocotyl,fungus,treatment
SAMN30838148,PRJNA879726,Hypocotyl,fungus,treatment
SAMN30839554,PRJNA879726,Hypocotyl,fungus,treatment
SAMN30843442,PRJNA879726,Hypocotyl,fungus,control
SAMN30844990,PRJNA879726,Hypocotyl,fungus,treatment
SAMN30875271,PRJNA879726,Hypocotyl,fungus,treatment
SAMN30879607,PRJNA879726,Hypocotyl,fungus,treatment
SAMN30885896,PRJNA879726,Hypocotyl,fungus,control
SAMN30888707,PRJNA879726,Hypocotyl,fungus,treatment
SAMN30889184,PRJNA879726,Hypocotyl,fungus,treatment
SAMN30890072,PRJNA879726,Hypocotyl,fungus,treatment
SAMN30890073,PRJNA879726,Hypocotyl,fungus,control
SAMN30890074,PRJNA879726,Hypocotyl,fungus,treatment
SAMN30890075,PRJNA879726,Hypocotyl,fungus,treatment
SAMN30890076,PRJNA879726,Hypocotyl,fungus,treatment
SAMN30876642,PRJNA880914,pod,drought,treatment
SAMN30876643,PRJNA880914,pod,drought,treatment
SAMN30876644,PRJNA880914,pod,drought,treatment
SAMN30876645,PRJNA880914,pod,heat,treatment
SAMN30876646,PRJNA880914,pod,heat,treatment
SAMN30876647,PRJNA880914,pod,heat,treatment
SAMN30876648,PRJNA880914,pod,drought,treatment
SAMN30876649,PRJNA880914,pod,drought,treatment
SAMN30876650,PRJNA880914,pod,drought,treatment
SAMN30876651,PRJNA880914,pod,drought,control
SAMN30876652,PRJNA880914,pod,drought,control
SAMN30876653,PRJNA880914,pod,drought,control
SAMN30889879,PRJNA881271,root,nutrient deficit,control
SAMN30889880,PRJNA881271,root,nutrient deficit,treatment
SAMN31018530,PRJNA884304,root,transgenic,treatment
SAMN31018531,PRJNA884304,root,transgenic,treatment
SAMN31018532,PRJNA884304,root,transgenic,treatment
SAMN31018533,PRJNA884304,root,transgenic,treatment
SAMN31018534,PRJNA884304,root,transgenic,treatment
SAMN31018535,PRJNA884304,root,transgenic,treatment
SAMN31018536,PRJNA884304,root,transgenic,treatment
SAMN31018537,PRJNA884304,root,transgenic,treatment
SAMN31018538,PRJNA884304,root,transgenic,treatment
SAMN31100615,PRJNA885623,root,parasite,control
SAMN31100616,PRJNA885623,root,parasite,control
SAMN31100617,PRJNA885623,root,parasite,control
SAMN31100618,PRJNA885623,root,parasite,control
SAMN31100619,PRJNA885623,root,parasite,control
SAMN31100620,PRJNA885623,root,parasite,control
SAMN31100621,PRJNA885623,root,parasite,control
SAMN31100622,PRJNA885623,root,parasite,control
SAMN31100623,PRJNA885623,root,parasite,control
SAMN31100624,PRJNA885623,root,parasite,treatment
SAMN31100625,PRJNA885623,root,parasite,treatment
SAMN31100626,PRJNA885623,root,parasite,treatment
SAMN31100627,PRJNA885623,root,parasite,treatment
SAMN31100628,PRJNA885623,root,parasite,treatment
SAMN31100629,PRJNA885623,root,parasite,treatment
SAMN31100630,PRJNA885623,root,parasite,treatment
SAMN31100631,PRJNA885623,root,parasite,treatment
SAMN31100632,PRJNA885623,root,parasite,treatment
SAMN31100633,PRJNA885623,root,parasite,treatment
SAMN31100634,PRJNA885623,root,parasite,treatment
SAMN31100635,PRJNA885623,root,parasite,treatment
SAMN31100636,PRJNA885623,root,parasite,treatment
SAMN31100637,PRJNA885623,root,parasite,treatment
SAMN31100638,PRJNA885623,root,parasite,treatment
SAMN31100639,PRJNA885623,root,parasite,treatment
SAMN31100640,PRJNA885623,root,parasite,treatment
SAMN31100641,PRJNA885623,root,parasite,treatment
SAMN31100642,PRJNA885623,root,parasite,treatment
SAMN31100643,PRJNA885623,root,parasite,treatment
SAMN31100644,PRJNA885623,root,parasite,treatment
SAMN31100645,PRJNA885623,root,parasite,treatment
SAMN31100646,PRJNA885623,root,parasite,treatment
SAMN31100647,PRJNA885623,root,parasite,treatment
SAMN31100648,PRJNA885623,root,parasite,treatment
SAMN31100649,PRJNA885623,root,parasite,treatment
SAMN31100650,PRJNA885623,root,parasite,treatment
SAMN31170766,PRJNA887481,shoot,transgenic,treatment
SAMN31170767,PRJNA887481,shoot,transgenic,treatment
SAMN31170768,PRJNA887481,shoot,transgenic,control
SAMN31170769,PRJNA887481,shoot,transgenic,treatment
SAMN31170770,PRJNA887481,shoot,transgenic,treatment
SAMN31170771,PRJNA887481,shoot,transgenic,treatment
SAMN31202777,PRJNA887919,hypocotyl,nutrient poisoning,treatment
SAMN31202778,PRJNA887919,hypocotyl,nutrient poisoning,treatment
SAMN31202779,PRJNA887919,hypocotyl,nutrient poisoning,treatment
SAMN31202780,PRJNA887919,hypocotyl,nutrient poisoning,treatment
SAMN31202781,PRJNA887919,hypocotyl,nutrient poisoning,treatment
SAMN31202782,PRJNA887919,hypocotyl,nutrient poisoning,treatment
SAMN31361599,PRJNA892245,leaf,heat,treatment
SAMN31361600,PRJNA892245,leaf,heat,treatment
SAMN31361601,PRJNA892245,leaf,heat,treatment
SAMN31361602,PRJNA892245,leaf,heat,treatment
SAMN31361603,PRJNA892245,leaf,heat,treatment
SAMN31361604,PRJNA892245,leaf,heat,treatment
SAMN31495087,PRJNA895173,flower,,treatment
SAMN31495088,PRJNA895173,flower,,treatment
SAMN31495089,PRJNA895173,flower,,treatment
SAMN31495090,PRJNA895173,flower,,treatment
SAMN31495091,PRJNA895173,flower,,treatment
SAMN31495092,PRJNA895173,flower,,treatment
SAMN31495093,PRJNA895173,flower,,control
SAMN31495094,PRJNA895173,flower,,treatment
SAMN31495095,PRJNA895173,flower,,control
SAMN31495096,PRJNA895173,flower,,control
SAMN31495097,PRJNA895173,flower,,treatment
SAMN31495098,PRJNA895173,flower,,treatment
SAMN31521693,PRJNA895728,seed,,control
SAMN31521694,PRJNA895728,seed,,control
SAMN31521695,PRJNA895728,seed,,control
SAMN31521696,PRJNA895728,seed,,control
SAMN31521697,PRJNA895728,seed,,control
SAMN31521698,PRJNA895728,seed,,control
SAMN31521699,PRJNA895728,seed,,control
SAMN31521700,PRJNA895728,seed,,control
SAMN31521701,PRJNA895728,seed,,control
SAMN31521702,PRJNA895728,seed,,control
SAMN31521703,PRJNA895728,seed,,control
SAMN31521704,PRJNA895728,seed,,control
SAMN31521705,PRJNA895728,seed,,control
SAMN31521706,PRJNA895728,seed,,control
SAMN31521707,PRJNA895728,seed,,control
SAMN31521708,PRJNA895728,seed,transgenic,treatment
SAMN31521709,PRJNA895728,seed,,control
SAMN31521710,PRJNA895728,seed,,control
SAMN31521711,PRJNA895728,seed,,control
SAMN31521712,PRJNA895728,seed,,control
SAMN31521713,PRJNA895728,seed,,control
SAMN31521714,PRJNA895728,seed,,control
SAMN31521715,PRJNA895728,seed,,control
SAMN31521716,PRJNA895728,seed,,control
SAMN31521717,PRJNA895728,seed,transgenic,control
SAMN31521718,PRJNA895728,seed,,control
SAMN31521719,PRJNA895728,seed,,control
SAMN31521720,PRJNA895728,seed,,treatment
SAMN31521721,PRJNA895728,seed,,control
SAMN31521722,PRJNA895728,seed,,control
SAMN31521723,PRJNA895728,seed,,control
SAMN31521724,PRJNA895728,seed,,treatment
SAMN31521725,PRJNA895728,seed,,control
SAMN31521726,PRJNA895728,seed,,treatment
SAMN31521727,PRJNA895728,seed,,control
SAMN31521728,PRJNA895728,seed,,treatment
SAMN31521729,PRJNA895728,seed,,control
SAMN31521730,PRJNA895728,seed,,control
SAMN31521731,PRJNA895728,seed,,control
SAMN31521732,PRJNA895728,seed,,treatment
SAMN31521733,PRJNA895728,seed,,control
SAMN31521734,PRJNA895728,seed,,treatment
SAMN31521735,PRJNA895728,seed,,control
SAMN31521736,PRJNA895728,seed,,control
SAMN31521737,PRJNA895728,seed,,control
SAMN31521738,PRJNA895728,seed,,treatment
SAMN31521739,PRJNA895728,seed,,treatment
SAMN31521740,PRJNA895728,seed,,treatment
SAMN31521741,PRJNA895728,seed,,control
SAMN31521742,PRJNA895728,seed,,treatment
SAMN31521743,PRJNA895728,seed,,control
SAMN31521744,PRJNA895728,seed,,control
SAMN31521745,PRJNA895728,seed,,control
SAMN31521746,PRJNA895728,seed,,treatment
SAMN31521747,PRJNA895728,seed,,control
SAMN31521748,PRJNA895728,seed,,control
SAMN31541868,PRJNA896318,leaf,fungus,control
SAMN31541869,PRJNA896318,leaf,fungus,control
SAMN31541870,PRJNA896318,leaf,fungus,control
SAMN31541871,PRJNA896318,leaf,fungus,treatment
SAMN31541872,PRJNA896318,leaf,fungus,treatment
SAMN31541873,PRJNA896318,leaf,fungus,treatment
SAMN31541874,PRJNA896318,leaf,fungus,treatment
SAMN31541875,PRJNA896318,leaf,fungus,treatment
SAMN31541876,PRJNA896318,leaf,fungus,treatment
SAMN31541877,PRJNA896318,leaf,fungus,treatment
SAMN31541878,PRJNA896318,leaf,fungus,treatment
SAMN31541879,PRJNA896318,leaf,fungus,treatment
SAMN31632521,PRJNA898818,leaf,virus,treatment
SAMN31632522,PRJNA898818,leaf,virus,treatment
SAMN31632523,PRJNA898818,leaf,virus,treatment
SAMN31632524,PRJNA898818,leaf,virus,treatment
SAMN31632525,PRJNA898818,leaf,virus,treatment
SAMN31632526,PRJNA898818,leaf,virus,treatment
SAMN31632527,PRJNA898818,leaf,virus,treatment
SAMN31632528,PRJNA898818,leaf,virus,treatment
SAMN31632529,PRJNA898818,leaf,virus,treatment
SAMN31632530,PRJNA898818,leaf,virus,treatment
SAMN31632531,PRJNA898818,leaf,virus,treatment
SAMN31632532,PRJNA898818,leaf,virus,treatment
SAMN31693426,PRJNA900526,flower,transgenic,treatment
SAMN31693427,PRJNA900526,flower,transgenic,treatment
SAMN31693428,PRJNA900526,Anther,transgenic,treatment
SAMN31693429,PRJNA900526,flower,transgenic,treatment
SAMN31693430,PRJNA900526,flower,transgenic,treatment
SAMN31693431,PRJNA900526,flower,transgenic,treatment
SAMN31698424,PRJNA900685,flower,transgenic,treatment
SAMN31698425,PRJNA900685,flower,transgenic,treatment
SAMN31698426,PRJNA900685,flower,transgenic,control
SAMN31709634,PRJNA901219,shoot,,control
SAMN31760278,PRJNA902404,flower,drought,treatment
SAMN31760279,PRJNA902404,seed,drought,treatment
SAMN31760280,PRJNA902404,flower,drought,treatment
SAMN31760281,PRJNA902404,seed,heat,treatment
SAMN31760282,PRJNA902404,seed,heat,treatment
SAMN31760283,PRJNA902404,seed,heat,treatment
SAMN31760284,PRJNA902404,seed,drought,treatment
SAMN31760285,PRJNA902404,seed,drought,treatment
SAMN31760286,PRJNA902404,flower,drought,treatment
SAMN31760287,PRJNA902404,seed,,control
SAMN31760288,PRJNA902404,seed,,control
SAMN31760289,PRJNA902404,seed,drought,control
SAMN31760290,PRJNA902404,seed,drought,treatment
SAMN31760291,PRJNA902404,seed,drought,treatment
SAMN31760292,PRJNA902404,seed,drought,treatment
SAMN31760293,PRJNA902404,seed,heat,treatment
SAMN31760294,PRJNA902404,seed,heat,treatment
SAMN31760295,PRJNA902404,seed,heat,treatment
SAMN31760296,PRJNA902404,seed,drought,treatment
SAMN31760297,PRJNA902404,seed,drought,treatment
SAMN31760298,PRJNA902404,seed,drought,treatment
SAMN31760299,PRJNA902404,seed,,control
SAMN31760300,PRJNA902404,seed,,control
SAMN31760301,PRJNA902404,seed,,control
SAMN31760302,PRJNA902404,flower,drought,treatment
SAMN31760303,PRJNA902404,flower,drought,treatment
SAMN31760304,PRJNA902404,flower,drought,treatment
SAMN31760305,PRJNA902404,flower,heat,treatment
SAMN31760306,PRJNA902404,flower,heat,treatment
SAMN31760307,PRJNA902404,flower,heat,treatment
SAMN31760308,PRJNA902404,flower,drought,treatment
SAMN31760309,PRJNA902404,flower,drought,treatment
SAMN31760310,PRJNA902404,flower,drought,treatment
SAMN31760311,PRJNA902404,flower,,control
SAMN31760312,PRJNA902404,flower,,control
SAMN31760313,PRJNA902404,flower,,control
SAMN31760314,PRJNA902404,flower,drought,treatment
SAMN31760315,PRJNA902404,flower,drought,treatment
SAMN31760316,PRJNA902404,flower,drought,treatment
SAMN31760317,PRJNA902404,flower,heat,treatment
SAMN31760318,PRJNA902404,flower,heat,treatment
SAMN31760319,PRJNA902404,flower,heat,treatment
SAMN31760320,PRJNA902404,flower,drought,treatment
SAMN31760321,PRJNA902404,flower,drought,treatment
SAMN31760322,PRJNA902404,flower,drought,treatment
SAMN31760323,PRJNA902404,flower,,control
SAMN31760324,PRJNA902404,flower,,control
SAMN31760325,PRJNA902404,flower,drought,control
SAMN31831512,PRJNA904140,seed,,control
SAMN31831513,PRJNA904140,seed,,control
SAMN31831514,PRJNA904140,seed,,control
SAMN31831515,PRJNA904140,seed,,control
SAMN31831516,PRJNA904140,seed,,control
SAMN31831517,PRJNA904140,seed,,control
SAMN31831518,PRJNA904140,seed,,control
SAMN31831519,PRJNA904140,seed,,control
SAMN31831520,PRJNA904140,seed,,control
SAMN31831521,PRJNA904140,seed,,control
SAMN31831522,PRJNA904140,seed,,control
SAMN31831523,PRJNA904140,seed,,control
SAMN31831524,PRJNA904140,seed,,control
SAMN31831525,PRJNA904140,seed,,control
SAMN31831526,PRJNA904140,seed,,control
SAMN31831527,PRJNA904140,seed,,control
SAMN31831528,PRJNA904140,seed,,control
SAMN31831529,PRJNA904140,seed,,control
SAMN31831530,PRJNA904140,seed,,control
SAMN31831531,PRJNA904140,seed,,control
SAMN31831532,PRJNA904140,seed,,control
SAMN31831533,PRJNA904140,seed,,control
SAMN31831534,PRJNA904140,seed,,control
SAMN31831535,PRJNA904140,seed,,control
SAMN31987438,PRJNA907509,nodule,nutrient poisoning,treatment
SAMN31987439,PRJNA907509,nodule,nutrient poisoning,treatment
SAMN31987440,PRJNA907509,nodule,nutrient poisoning,treatment
SAMN31987441,PRJNA907509,nodule,nutrient poisoning,treatment
SAMN31987442,PRJNA907509,nodule,nutrient poisoning,treatment
SAMN31987443,PRJNA907509,nodule,nutrient poisoning,treatment
SAMN31987444,PRJNA907509,nodule,nutrient poisoning,treatment
SAMN31987445,PRJNA907509,nodule,nutrient poisoning,treatment
SAMN31987446,PRJNA907509,nodule,nutrient poisoning,treatment
SAMN31987447,PRJNA907509,nodule,nutrient poisoning,treatment
SAMN31987448,PRJNA907509,nodule,nutrient poisoning,treatment
SAMN31987449,PRJNA907509,nodule,nutrient poisoning,treatment
SAMN32016124,PRJNA907965,root,transgenic,control
SAMN32016125,PRJNA907965,root,transgenic,control
SAMN32016126,PRJNA907965,root,transgenic,control
SAMN32016127,PRJNA907965,root,transgenic,treatment
SAMN32016128,PRJNA907965,root,transgenic,treatment
SAMN32016129,PRJNA907965,root,transgenic,treatment
SAMN32064349,PRJNA908995,root,parasite,control
SAMN32064350,PRJNA908995,root,parasite,control
SAMN32064351,PRJNA908995,root,parasite,control
SAMN32064352,PRJNA908995,root,parasite,treatment
SAMN32064353,PRJNA908995,root,parasite,treatment
SAMN32064354,PRJNA908995,root,parasite,treatment
SAMN32064355,PRJNA908995,root,,treatment
SAMN32064356,PRJNA908995,root,transgenic,treatment
SAMN32064357,PRJNA908995,root,,treatment
SAMN32064358,PRJNA908995,root,parasite,treatment
SAMN32064359,PRJNA908995,root,parasite,treatment
SAMN32064360,PRJNA908995,root,parasite,treatment
SAMN32064361,PRJNA908995,root,,treatment
SAMN32064362,PRJNA908995,root,parasite,treatment
SAMN32064363,PRJNA908995,root,,treatment
SAMN32064364,PRJNA908995,root,parasite,treatment
SAMN32064365,PRJNA908995,root,parasite,treatment
SAMN32064366,PRJNA908995,root,parasite,treatment
SAMN32153410,PRJNA910939,seed,,control
SAMN32153411,PRJNA910939,seed,,control
SAMN32153412,PRJNA910939,seed,,control
SAMN32153413,PRJNA910939,seed,,control
SAMN32153414,PRJNA910939,seed,,control
SAMN32153415,PRJNA910939,seed,,control
SAMN32153416,PRJNA910939,seed,,control
SAMN32153417,PRJNA910939,seed,,control
SAMN32153418,PRJNA910939,seed,,control
SAMN32153419,PRJNA910939,seed,,control
SAMN32153420,PRJNA910939,seed,,control
SAMN32153421,PRJNA910939,seed,,control
SAMN32153422,PRJNA910939,seed,,control
SAMN32153423,PRJNA910939,seed,,control
SAMN32153424,PRJNA910939,seed,,control
SAMN32153425,PRJNA910939,seed,,control
SAMN32153426,PRJNA910939,seed,,control
SAMN32153427,PRJNA910939,seed,,control
SAMN32153428,PRJNA910939,seed,,control
SAMN32153429,PRJNA910939,seed,,control
SAMN32153430,PRJNA910939,seed,,control
SAMN32153431,PRJNA910939,seed,,control
SAMN32153432,PRJNA910939,seed,,control
SAMN32153433,PRJNA910939,seed,,control
SAMN32153434,PRJNA910939,seed,,control
SAMN32153435,PRJNA910939,seed,,control
SAMN32153436,PRJNA910939,seed,,control
SAMN32153437,PRJNA910939,seed,,control
SAMN32153438,PRJNA910939,seed,,control
SAMN32153439,PRJNA910939,seed,,control
SAMN32153440,PRJNA910939,seed,,control
SAMN32153441,PRJNA910939,seed,,control
SAMN32153442,PRJNA910939,seed,,control
SAMN32153443,PRJNA910939,seed,,control
SAMN32153444,PRJNA910939,seed,,control
SAMN32153445,PRJNA910939,seed,,control
SAMN32153446,PRJNA910939,seed,,control
SAMN32153447,PRJNA910939,seed,,control
SAMN32153448,PRJNA910939,seed,,treatment
