biosample,control,ctrl,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fung,sporus,iron,aluminum,cadmium,cold,temperature,nitrogen,heat
SAMN36630226,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Cadmium (300 uM CdCl2)', 'title': 'Cadmium flowers replicate 3', 'treatment': 'Cadmium (300 uM CdCl2)'}",{},{},{},{}
SAMN09513334,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16226302,{},{},{},{},{},{},{},{},{},{},{},{},{},{'center_name': 'COLLEGE OF RESOURCE AND ENVIRONMENTAL SCIENCE'},{},{},{},{},{},{}
SAMN03755614,{},{},{'title': 'ZT8-16h_Stress-R2'},{},{},{},{},{'source_name_sam': 'leaves_ZT8_16h_water_deficit'},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN14918702,{'title': 'control-R2'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10721152,{},{},{},{},{},{},{},{},"{'age_sam': '30 day post aphid infestation', 'age': '30 day post aphid infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN08628721,{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'highly susceptible between inoculated and non-inoculated', 'isolate': 'highly susceptible between inoculated and non-inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12099667,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Fusarium virgliforme Inoculated', 'title': 'Soybean root inoculated with Fusarium viguliforme at 14 DPI mRNA', 'treatment': 'Fusarium virgliforme Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841277,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'IsoClark scion on Clark rootstock (Iso/Clk), 30 minutes after transfer, rep 2 root tissue, sufficient iron', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN13520118,{},{},{},{},{},{},{},{},"{'stage_sam': '96 hours after infestation', 'Stage': '96 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN02225592,{},{},{},{},{},"{'inoculation_sam': 'P. sojae inoculated', 'inoculation': 'P. sojae inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10721173,{},{},{},{},{},{},{},{},"{'age_sam': '5 day post aphid infestation', 'age': '5 day post aphid infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN03755595,{},{},{'title': 'ZT20-4h_Stress-R1'},{},{},{},{},{'source_name_sam': 'leaves_ZT20_4h_water_deficit'},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31760322,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit', 'title': 'Water deficit soybean flower sepal replicate 1', 'treatment': 'Water deficit'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359694,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 438103 (G5), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN08469975,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'pathogen-inoculated R6', 'treatment': 'pathogen-inoculated R6'}",{},{},{},"{'treatment_sam_ss_dpl55': 'pathogen-inoculated R6', 'treatment': 'pathogen-inoculated R6'}",{},{},{},{},{},{},{},{},{},{}
SAMN29153365,"{'replicate_sam_ss_dpl121': 'Control replicate 2', 'title': 'Control 2', 'replicate': 'Control replicate 2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03755628,"{'source_name_sam': 'leaves_ZT16_24h_control', 'title': 'ZT16-24h_Control-R1'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN02597094,"{'sample_name': 'Block2_Control_R2', 'treatment_sam_ss_dpl55': 'Control', 'primary_search': ""['236472', '2597094', 'Block2_Control_R2', 'PRJNA236472', 'SAMN02597094', 'SRP035871', 'SRR1145159', 'SRS544263', 'SRX450921']"", 'treatment': 'Control', 'Sample name': 'Block2_Control_R2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36760715,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R89-7-1 at non-low temperature treatment for 24 hours'},{},{}
SAMN36760697,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R89-1-1 at low temperature treatment for 0 hours'},{},{}
SAMN37004688,{},{},{},{},{},"{'title': 'RNAseq, Williams 82, 8 hpi, inoculated1'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22481314,{},{},"{'treatment_sam_ss_dpl55': 'Combined water deficit and heat stress replicate 2', 'title': 'Combined water deficit and heat stress replicate 2', 'treatment': 'Combined water deficit and heat stress replicate 2'}",{},{},{},{},"{'treatment_sam_ss_dpl55': 'Combined water deficit and heat stress replicate 2', 'title': 'Combined water deficit and heat stress replicate 2', 'treatment': 'Combined water deficit and heat stress replicate 2'}",{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Combined water deficit and heat stress replicate 2', 'title': 'Combined water deficit and heat stress replicate 2', 'treatment': 'Combined water deficit and heat stress replicate 2'}"
SAMN22481321,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit', 'title': 'Water deficit soybean bud replicate 1', 'treatment': 'Water deficit'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30428956,{},{},"{'isolate_sam_ss_dpl100': 'Root1 of Glycine max under stress', 'isolate': 'Root1 of Glycine max under stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37004700,{},{},{},{},{},"{'title': 'RNAseq, Senaki, 16 hpi, inoculated2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33199883,{},{},"{'treatment_sam_ss_dpl55': 'saline-alkali stress 28d', 'isolate_sam_ss_dpl100': 'Soybean overexpression of the aldehyde dehydrogenase AhALDH3H1 from Arachis hypogaea under saline-alkali stress for 28d biological replicate 3', 'title': 'Soybean overexpression of the aldehyde dehydrogenase AhALDH3H1 from Arachis hypogaea under saline-alkali stress for 28d biological replicate 3', 'isolate': 'Soybean overexpression of the aldehyde dehydrogenase AhALDH3H1 from Arachis hypogaea under saline-alkali stress for 28d biological replicate 3', 'treatment': 'saline-alkali stress 28d'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630254,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Salinity+water deficit+low phosphate', 'title': 'Combined salinity+water deficit+low phosphate leaves replicate 2', 'treatment': 'Salinity+water deficit+low phosphate'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513389,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN25290790,{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'low oleic acid content', 'isolate': 'low oleic acid content'}",{},{},{},{},{},{},{},{},{}
SAMN05327833,"{'treatment_sam_ss_dpl55': 'control-no aphid infestation', 'treatment': 'control-no aphid infestation'}",{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'control-no aphid infestation', 'treatment': 'control-no aphid infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN12099679,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Mock Inoculated', 'title': 'Soybean root mock inoculated at 14 DPI mRNA', 'treatment': 'Mock Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32509954,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'Spray melatonin for 24 hours at low temperature treatment for repeated.', 'isolate': 'Spray melatonin for 24 hours at low temperature treatment for repeated.'}",{},{}
SAMN37384607,"{'sample_name': 'Council_Control', 'library_name': 'Council_Control', 'primary_search': ""['1015685', '37384607', 'AC04_FRAS192320259-1a_HWNC3DSXX_L1_1.fq.gz', 'Council_Control', 'PRJNA1015685', 'SAMN37384607', 'SRP460770', 'SRR26071136', 'SRS18889316', 'SRX21786874']"", 'Sample name': 'Council_Control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16238404,"{'gene_insert_sam': 'MAPK6-2 (Glyma02g15690) gene overexpression control insert', 'title': 'Glycine max genetically engineered root tissue with the MAPK6-2 (Glyma02g15690) gene overexpression control insert.'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN02597103,"{'sample_name': 'Block4_Control_R4', 'treatment_sam_ss_dpl55': 'Control', 'primary_search': ""['236472', '2597103', 'Block4_Control_R4', 'PRJNA236472', 'SAMN02597103', 'SRP035871', 'SRR1145168', 'SRS544272', 'SRX450930']"", 'treatment': 'Control', 'Sample name': 'Block4_Control_R4'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN17492737,{},{},{},"{'sample_name': 'Drought_treat_1_1', 'library_name': 'Drought_treat_1_1', 'treatment_sam_ss_dpl55': 'soybean after drought treatment', 'primary_search': ""['17492737', '694024', 'Drought_treat_1_1', 'Drought_treat_1_1.fq', 'PRJNA694024', 'SAMN17492737', 'SRP302874', 'SRR13508449', 'SRS8097094', 'SRX9920014', 'bp0']"", 'treatment': 'soybean after drought treatment', 'Sample name': 'Drought_treat_1_1'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30722357,"{'isolate_sam_ss_dpl100': 'RNA of anther samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther samples of high temperature stress treated and control soybean'}",{},"{'isolate_sam_ss_dpl100': 'RNA of anther samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther samples of high temperature stress treated and control soybean'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'RNA of anther samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther samples of high temperature stress treated and control soybean'}",{},{}
SAMN02225605,{},{},{},{},{},"{'inoculation_sam': 'mock-inoculated', 'inoculation': 'mock-inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15464736,{},{},"{'treatment_sam_ss_dpl55': 'Heat stress', 'treatment': 'Heat stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Heat stress', 'title': 'HS55_Ch_Heat (HS)', 'treatment': 'Heat stress'}"
SAMN35882915,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with USDA110, treated with eBL', 'treatment': 'Inoculated with USDA110, treated with eBL'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00222778,{},{},{},{},{},{'treatment_sam_ss_dpl55': 'Inoculated with bel2-5'},{},{},{},{},{},{},{},{},{},{},{},{},{'growth_protocol_sam_s_dpl216': 'Plants were cultivated in a plant growth chamber; appropriate amounts of B and D nitrogen-free solutions'},{}
SAMN36630268,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'title': 'Combined acidity+water deficit leaves replicate 3', 'treatment': 'Acidity+water deficit'}",{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'title': 'Combined acidity+water deficit leaves replicate 3', 'treatment': 'Acidity+water deficit'}",{},{},{},{},{},{},{},{},{}
SAMN13520065,{},{},{},{},{},{},{},{},"{'stage_sam': '24 hours after infestation', 'Stage': '24 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN29153366,"{'replicate_sam_ss_dpl121': 'Control replicate 3', 'title': 'Control 3', 'replicate': 'Control replicate 3'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN01886342,{'title': 'LD-RNA-Seq-rep1 control'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36630251,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate', 'title': 'Combined acidity+water deficit+low phosphate leaves replicate 2', 'treatment': 'Acidity+water deficit+low phosphate'}",{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate', 'title': 'Combined acidity+water deficit+low phosphate leaves replicate 2', 'treatment': 'Acidity+water deficit+low phosphate'}",{},{},{},{},{},{},{},{},{}
SAMN14604359,"{'treatment_sam_ss_dpl55': 'Control 3', 'title': 'Stacked Control R3', 'treatment': 'Control 3'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN08912397,{},{},{},"{'sample_name': 'Xu_Drought_4', 'library_name': 'Xu_Drought_5', 'primary_search': ""['449574', '8912397', 'PRJNA449574', 'SAMN08912397', 'SRP139514', 'SRR6983158', 'SRS3157897', 'SRX3923424', 'Xu_Drought_4', 'Xu_Drought_5', 'Xu_Drought_5.fq.gz']"", 'Sample name': 'Xu_Drought_4'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513382,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05202575,{},{},{},{},{},"{'infection_sam': 'P. sojae inoculated', 'infection': 'P. sojae inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13520061,{},{},{},{},{},{},{},{},"{'stage_sam': '48 hours after infestation', 'Stage': '48 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN29914699,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN25290796,{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'high oleic acid content', 'isolate': 'high oleic acid content'}",{},{},{},{},{},{},{},{},{}
SAMN14474680,{},{},{},"{'phenotype_sam': 'Drought_sensible', 'phenotype': 'Drought_sensible'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31760320,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit', 'title': 'Water deficit soybean flower sepal replicate 3', 'treatment': 'Water deficit'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36760688,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R48-7-1 at non-low temperature treatment for 24 hours'},{},{}
SAMN36630270,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'title': 'Combined acidity+water deficit leaves replicate 1', 'treatment': 'Acidity+water deficit'}",{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit', 'title': 'Combined acidity+water deficit leaves replicate 1', 'treatment': 'Acidity+water deficit'}",{},{},{},{},{},{},{},{},{}
SAMN36630198,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate', 'title': 'Combined acidity+water deficit+low phosphate flowers replicate 1', 'treatment': 'Acidity+water deficit+low phosphate'}",{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate', 'title': 'Combined acidity+water deficit+low phosphate flowers replicate 1', 'treatment': 'Acidity+water deficit+low phosphate'}",{},{},{},{},{},{},{},{},{}
SAMEA5071872,"{'library_name': 'Control 3_p', 'sample_name_sam': '[E-MTAB-7379:Control 3]', 'primary_search': ""['10858376', '540805', 'E-MTAB-7379', 'E-MTAB-7379:Control 3', 'E-MTAB-7379:Control 3_p', 'E-MTAB-7379:R2.S00461C_CTTGTA_L001', 'ERP111880', 'ERR2881735', 'ERS2883241', 'ERX2886684', 'PRJEB29567', 'SAMEA5071872']"", 'submitter_id_sam': 'E-MTAB-7379:Control 3'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN38704666,"{'isolate_sam_ss_dpl100': 'Control-1', 'title': 'Control-1Day10', 'isolate': 'Control-1'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05150262,"{'sample_name': 'Soybean-RFB control 24 h.p.i. 1', 'library_name': 'Soybean_control_1', 'primary_search': ""['322284', '5150262', 'PRJNA322284', 'SAMN05150262', 'SRP075504', 'SRR3566486', 'SRS1461248', 'SRX1790763', 'Soybean-RFB control 24 h.p.i. 1', 'Soybean_control_1', 'TRC_CTAAGGTC_L002_R1_001.fastq']"", 'title': 'Soybean-RFB control 24 h.p.i. 1', 'Sample name': 'Soybean-RFB control 24 h.p.i. 1'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN27921917,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with mycelium of Phytophthora sojae Race 2', 'treatment': 'Inoculated with mycelium of Phytophthora sojae Race 2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12727383,{},{},{},{},{},{'source_name_sam': 'SMV-G7 inoculated leaf'},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN29341253,{},{},"{'treatment_sam_ss_dpl55': 'drought stress for 17 d', 'treatment': 'drought stress for 17 d'}","{'treatment_sam_ss_dpl55': 'drought stress for 17 d', 'treatment': 'drought stress for 17 d'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30876648,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit', 'title': 'Water deficit soybean pod replicate 3', 'treatment': 'Water deficit'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33330367,"{'sample_name': 'Control1', 'primary_search': ""['33330367', '935962', 'CK1_input_CleanData_R1.fastq.gz', 'Control1', 'M6A1', 'PRJNA935962', 'SAMN33330367', 'SRP423828', 'SRR23580952', 'SRS16860083', 'SRX19467664']"", 'Sample name': 'Control1'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22481322,"{'treatment_sam_ss_dpl55': 'Control', 'title': 'Control soybean bud replicate 3', 'treatment': 'Control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13104242,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN02597091,"{'sample_name': 'Block1_Control_R4', 'treatment_sam_ss_dpl55': 'Control', 'primary_search': ""['236472', '2597091', 'Block1_Control_R4', 'PRJNA236472', 'SAMN02597091', 'SRP035871', 'SRR1145156', 'SRS544259', 'SRX450918']"", 'treatment': 'Control', 'Sample name': 'Block1_Control_R4'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03785538,{'title': 'Soybean (Daewon) control RNA at 38 degree'},{},"{'primary_search': ""['288056', '3785538', 'Daewon at 38 degree', 'Daewon38', 'Korean Soybean Heat stress Daewon at 38 degree at v5', 'PRJNA288056', 'SAMN03785538', 'SRP059860', 'SRR2079327', 'SRS968882', 'SRX1072777']""}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'primary_search': ""['288056', '3785538', 'Daewon at 38 degree', 'Daewon38', 'Korean Soybean Heat stress Daewon at 38 degree at v5', 'PRJNA288056', 'SAMN03785538', 'SRP059860', 'SRR2079327', 'SRS968882', 'SRX1072777']""}"
SAMN30722361,"{'isolate_sam_ss_dpl100': 'RNA of anther samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther samples of high temperature stress treated and control soybean'}",{},"{'isolate_sam_ss_dpl100': 'RNA of anther samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther samples of high temperature stress treated and control soybean'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'RNA of anther samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther samples of high temperature stress treated and control soybean'}",{},{}
SAMN13386935,{},{},"{'title': ""RNA-Seq of 'Nan-nong94-156' under low-P stress""}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN27921923,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with sterile water', 'treatment': 'Inoculated with sterile water'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36760693,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R48-8-3 at non-low temperature treatment for 36 hours'},{},{}
SAMN15464739,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit', 'title': 'WD52_Ch_Water deficit (WD)', 'treatment': 'Water deficit'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09714851,"{'design_description_sam': 'Plant Control(non infected) Si-', 'title_sam': 'Control Si-', 'title': 'Plant Control(non infected) Si-', 'title_attr': 'Control Si-', 'design_description': 'Plant Control(non infected) Si-'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN00013424,"{'genotype_sam_ss_dpl92': 'homozygous for dominant I allele at the I locus controlling seed color', 'genotype': 'homozygous for dominant I allele at the I locus controlling seed color'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03473675,{},{},{},{},{},{},{},{},{'treatment_stage_sam': '24 h after aphid infestation'},{},{},{},{},{},{},{},{},{},{},{}
SAMN30876646,{},{},"{'treatment_sam_ss_dpl55': 'Heat stress', 'title': 'Heat stress soybean pod replicate 2', 'treatment': 'Heat stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Heat stress', 'title': 'Heat stress soybean pod replicate 2', 'treatment': 'Heat stress'}"
SAMN37004691,{},{},{},{},{},"{'title': 'RNAseq, Williams 82, 4 hpi, inoculated3'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN35882920,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with nodC-, treated with DMSO', 'treatment': 'Inoculated with nodC-, treated with DMSO'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
